subj,time,RSh_x,RSh_y,RSh_z,REl_x,REl_y,REl_z,RWr_x,RWr_y,RWr_z,elbow_moment,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,MF_BIClong,MF_BICshort,MF_BRA,MF_BRD_hand
s04,4.99,-0.016231547139350197,1.4718472403363592,-0.061031982789920655,-0.07073830396246406,1.189749865330279,-0.01462313969390222,-0.15122748223938887,0.9573123794478431,0.06715532525009968,6.8824,0.23908,0.11392,0.30757,0.10307,127.05681,46.97479,286.70578,22.35987,1.0705,0.75733,0.19873,0.58926
s04,5.0,-0.01626298362145483,1.4717777977876234,-0.06209711839200637,-0.07068025938012146,1.1897622790541293,-0.01427137307609588,-0.15176826825280318,0.9581217875642588,0.0701677883754721,7.03802,0.24595,0.11811,0.31185,0.10644,130.16793,48.50377,289.145,22.98702,1.07454,0.76047,0.19915,0.59152
s04,5.01,-0.01629102390690549,1.4717174900926033,-0.06281903779361782,-0.07055752212687275,1.189837333009748,-0.01354108260074513,-0.15206489323350225,0.9590725785705115,0.07359449696501347,7.19871,0.25313,0.12256,0.31586,0.10998,133.37797,50.10376,291.22311,23.63652,1.07863,0.76364,0.19964,0.5938
s04,5.02,-0.016319064192356153,1.4716571823975833,-0.06354095719522926,-0.07043478487362405,1.1899123869653667,-0.01281079212539438,-0.15236151821420135,0.9600233695767643,0.07702120555455481,7.36377,0.26062,0.12726,0.31954,0.11368,136.65991,51.76431,292.87473,24.30332,1.08274,0.76683,0.20021,0.59609
s04,5.03,-0.01632366384930649,1.471601596135084,-0.06387810487094014,-0.07018817685371741,1.1901283801634936,-0.01174852416360307,-0.15241860940843618,0.9612673014854856,0.08088770194849197,7.53246,0.26836,0.13219,0.3228,0.11753,139.98143,53.47215,294.0368,24.98152,1.08687,0.77003,0.20085,0.59839
s04,5.04,-0.016328263506256824,1.4715460098725845,-0.064215252546651,-0.0699415688338108,1.1903443733616204,-0.010686256201811855,-0.15247570060267102,0.9625112333942069,0.08475419834242878,7.70391,0.27629,0.13732,0.32556,0.1215,143.30497,55.21116,294.6509,25.6641,1.09102,0.77325,0.20158,0.60069
s04,5.05,-0.016282430339902346,1.4714616923934567,-0.06428289963262607,-0.06955948039693582,1.1907882233757445,-0.009455360705011977,-0.15232090614105664,0.9641926595431445,0.08931923992114893,7.87721,0.28437,0.14262,0.32774,0.12556,146.58793,56.96248,294.66529,26.34315,1.09517,0.77647,0.20239,0.603
s04,5.06,-0.01623659717354787,1.471377374914329,-0.06435054671860112,-0.06917739196006084,1.191232073389869,-0.008224465208212099,-0.1521661116794423,0.9658740856920822,0.09388428149986908,8.05133,0.29252,0.14806,0.32929,0.12969,149.78333,58.70459,294.0376,27.00987,1.09933,0.77969,0.20329,0.6053
s04,5.07,-0.016151125710568634,1.4712157465105489,-0.06421277309438395,-0.0687360102012507,1.1918057912845517,-0.006928188201819015,-0.15187363625443998,0.9678633849020832,0.0994058062766784,8.22517,0.30065,0.15358,0.33013,0.13385,152.84045,60.41396,292.73625,27.65487,1.10347,0.7829,0.20428,0.60759
s04,5.08,-0.016065654247589406,1.471054118106769,-0.06407499947016679,-0.0682946284424406,1.1923795091792344,-0.005631911195426047,-0.15158116082943765,0.9698526841120841,0.10492733105348723,8.39755,0.30869,0.15914,0.33022,0.13798,155.70628,62.06538,290.74265,28.26833,1.10761,0.78609,0.20536,0.60988
s04,5.09,-0.015990790732209832,1.4708188140233311,-0.06380231435713704,-0.06792910798122949,1.1929081894425178,-0.004329735648469177,-0.1512775611935332,0.9719374250457047,0.11104968716888083,8.56722,0.31654,0.16469,0.32953,0.14209,158.32379,63.63285,288.04602,28.84535,1.11171,0.78927,0.20652,0.61214
s04,5.1,-0.015915927216830255,1.4705835099398934,-0.0635296292441073,-0.06756358752001838,1.1934368697058013,-0.0030275601015123084,-0.15097396155762877,0.9740221659793253,0.11717204328427444,8.73287,0.3241,0.17015,0.32803,0.14607,160.64707,65.0897,284.67001,29.3657,1.11579,0.79241,0.20777,0.61439
s04,5.11,-0.015866853190121186,1.4703622082553611,-0.06327967870694909,-0.06737140565693178,1.193891979965326,-0.0018147451475597652,-0.15077774517699627,0.9762777669606292,0.12306736299106007,8.89312,0.33128,0.17547,0.32573,0.14991,162.62149,66.41165,280.62937,29.82703,1.11982,0.79552,0.20911,0.61661
s04,5.12,-0.01581777916341212,1.4701409065708289,-0.06302972816979091,-0.0671792237938452,1.1943470902248507,-0.00060193019360733,-0.1505815287963638,0.9785333679419329,0.12896268269784517,9.04655,0.33798,0.1806,0.32263,0.15357,164.20157,67.57527,275.96321,30.21987,1.12381,0.79859,0.21053,0.6188
s04,5.13,-0.015771049301607127,1.4700332879091766,-0.06288963565701869,-0.06715849007360664,1.1947926506272704,0.0004985365017774866,-0.1505796594740199,0.9812972129987196,0.13423507736614834,9.19172,0.34411,0.18547,0.31877,0.157,165.34787,68.55962,270.71877,30.53907,1.12774,0.80162,0.21203,0.62095
s04,5.14,-0.015724319439802133,1.4699256692475244,-0.06274954314424645,-0.06713775635336806,1.19523821102969,0.0015990031971623033,-0.150577790151676,0.9840610580555065,0.13950747203445152,9.32716,0.34957,0.19002,0.31418,0.16015,166.03089,69.34688,264.95785,30.77651,1.13161,0.80459,0.2136,0.62307
s04,5.15,-0.01570256781048826,1.469962830229652,-0.0626807200153073,-0.06720829466235265,1.1956900527646956,0.0026951266352752976,-0.15082498159191762,0.9876606436498321,0.14452711814153762,9.45139,0.35428,0.1942,0.30888,0.16309,166.21613,69.92664,258.72001,30.94675,1.13541,0.80751,0.21524,0.62516
s04,5.16,-0.01568081618117439,1.4699999912117794,-0.06261189688636817,-0.06727883297133723,1.1961418944997013,0.0037912500733881947,-0.15107217303215922,0.9912602292441575,0.1495467642486233,9.56295,0.35824,0.19796,0.30304,0.16548,165.93188,70.28162,252.15055,30.99006,1.13913,0.81036,0.21694,0.62719
s04,5.17,-0.01573236274428059,1.470169955170241,-0.06262212909464111,-0.06734620598463087,1.1966567773210386,0.004901674295658944,-0.15155781862035905,0.995920562242294,0.1546730003740577,9.66043,0.36127,0.20125,0.29658,0.16773,165.11767,70.4134,245.20976,30.99091,1.14278,0.81315,0.2187,0.62919
s04,5.18,-0.015783909307386785,1.4703399191287028,-0.06263236130291404,-0.0674135789979245,1.1971716601423759,0.0060120985179296935,-0.15204346420855885,1.0005808952404305,0.15979923649949213,9.74244,0.36346,0.20403,0.2897,0.16941,163.83852,70.31604,238.06372,30.87043,1.14634,0.81587,0.22051,0.63113
s04,5.19,-0.01588183787296999,1.4706241689320656,-0.06286322614353616,-0.06743417828538265,1.1979286860094904,0.006890233370652513,-0.1526428068465127,1.006375834829607,0.16486931404702254,9.80769,0.36469,0.20627,0.28238,0.17077,162.07238,69.99597,230.71248,30.68258,1.1498,0.81852,0.22236,0.63303
s04,5.2,-0.015979766438553186,1.4709084187354284,-0.06309409098415827,-0.0674547775728408,1.198685711876605,0.007768368223375255,-0.15324214948446652,1.0121707744187831,0.1699393915945525,9.85497,0.36495,0.20794,0.27471,0.17171,159.85568,69.45722,223.23252,30.41601,1.15318,0.8211,0.22425,0.63488
s04,5.21,-0.01605966510519745,1.4712307765352552,-0.06371954096789359,-0.06745927970289764,1.1997616796805493,0.008145159567830974,-0.1536620210782444,1.018841252429202,0.17496080170481607,9.88319,0.36425,0.20901,0.26675,0.17222,157.21921,68.70828,215.67363,30.07626,1.15645,0.82359,0.22617,0.63667
s04,5.22,-0.016139563771841715,1.471553134335082,-0.06434499095162892,-0.0674637818329545,1.2008376474844935,0.008521950912286693,-0.1540818926720223,1.0255117304396213,0.17998221181507962,9.89141,0.36257,0.20946,0.25856,0.1723,154.19957,67.76025,208.0793,29.66868,1.15963,0.82601,0.22812,0.63841
s04,5.23,-0.016225226087996102,1.4717737071581078,-0.06538372781735419,-0.06750454348859408,1.2019894470276478,0.008421682053946899,-0.1539475545068074,1.0325183347093865,0.18558372407179757,9.87883,0.35994,0.20928,0.25018,0.17195,150.837,66.62612,200.48606,29.19898,1.1627,0.82834,0.23008,0.64009
s04,5.24,-0.016310888404150483,1.4719942799811336,-0.06642246468307936,-0.06754530514423365,1.203141246570802,0.008321413195607114,-0.15381321634159248,1.039524938979151,0.19118523632851503,9.84487,0.35636,0.20844,0.24166,0.17115,147.17398,65.3204,192.92342,28.67343,1.16566,0.83059,0.23205,0.64172
s04,5.25,-0.01645650986041887,1.4720216098254477,-0.06763511980308175,-0.06762524094696018,1.2039935388060161,0.00796434859106361,-0.1529712363734398,1.0465446137711492,0.1977881005086614,9.78916,0.35188,0.20695,0.23303,0.16992,143.25415,63.85871,185.41495,28.09841,1.16852,0.83275,0.23401,0.64329
s04,5.26,-0.016602131316687255,1.4720489396697616,-0.06884777492308414,-0.0677051767496867,1.2048458310412302,0.00760728398652011,-0.1521292564052871,1.0535642885631473,0.20439096468880782,9.71156,0.34652,0.20481,0.22434,0.16825,139.12134,62.25732,177.9794,27.48037,1.17126,0.83483,0.23597,0.6448
s04,5.27,-0.016735281840618586,1.4719069317556663,-0.06987986128344709,-0.06778498698712619,1.2052275210829664,0.007179854211423247,-0.15075383408636317,1.0608481474961577,0.21154922641410562,9.6122,0.33769,0.19999,0.21809,0.16469,133.77326,59.92168,171.66531,26.58667,1.1739,0.83683,0.23791,0.64626
s04,5.28,-0.016868432364549928,1.471764923841571,-0.07091194764381013,-0.06786479722456569,1.2056092111247028,0.006752424436326347,-0.14937841176743913,1.0681320064291686,0.21870748813940405,9.49147,0.32544,0.19249,0.21436,0.15922,127.28739,56.89301,166.36364,25.42822,1.17644,0.83875,0.23981,0.64767
s04,5.29,-0.01686235646383953,1.4715429613085442,-0.07158863967658446,-0.06792053265417769,1.2056234511861441,0.00638250366633236,-0.14758178400767424,1.0762179794102695,0.22590829959720832,9.35008,0.31322,0.18496,0.20998,0.15375,121.04586,53.97455,160.75904,24.31594,1.17888,0.84059,0.24168,0.64903
s04,5.3,-0.01685628056312913,1.4713209987755176,-0.07226533170935881,-0.0679762680837897,1.2056376912475852,0.006012582896338373,-0.1457851562479094,1.0843039523913705,0.23310911105501256,9.18899,0.30105,0.1774,0.20501,0.14829,115.05678,51.16389,154.92752,23.24893,1.18122,0.84236,0.24349,0.65034
s04,5.31,-0.016692051103824816,1.471115940970345,-0.07267931190210102,-0.06801371543225301,1.2055414023861812,0.005788408558838918,-0.14332135439295535,1.093536220013496,0.2406705254207641,9.0095,0.28898,0.16982,0.19951,0.14283,109.32608,48.45835,148.93999,22.22614,1.18344,0.84403,0.24534,0.65159
s04,5.32,-0.016527821644520487,1.4709108831651723,-0.07309329209484325,-0.06805116278071632,1.2054451135247772,0.005564234221339443,-0.1408575525380011,1.102768487635622,0.2482319397865163,8.81317,0.27703,0.16222,0.19355,0.13739,103.85718,45.85555,142.86236,21.24653,1.18557,0.84564,0.2471,0.65279
s04,5.33,-0.016251385578314327,1.4708060406336183,-0.07341159483747112,-0.06807955943750933,1.2055449830552094,0.005515376267286897,-0.1374526700840813,1.1131778540705515,0.25661803079986656,8.60183,0.26526,0.15461,0.1872,0.13198,98.65246,43.3532,136.75478,20.30919,1.18761,0.84718,0.24878,0.65395
s04,5.34,-0.015974949512108167,1.4707011981020646,-0.07372989758009897,-0.06810795609430233,1.2056448525856414,0.005466518313234352,-0.1340477876301615,1.123587220505481,0.26500412181321686,8.37758,0.2537,0.14702,0.18054,0.1266,93.71303,40.94954,130.67226,19.41344,1.18956,0.84865,0.25039,0.65506
s04,5.35,-0.015624371247423345,1.4707427350913513,-0.07404296516417706,-0.06814245029123588,1.2061782955160618,0.005593106487051676,-0.12990359666575885,1.1348958965424885,0.273671364002738,8.14275,0.2424,0.13946,0.17363,0.12129,89.03957,38.64313,124.6647,18.55874,1.19142,0.85006,0.25193,0.65613
s04,5.36,-0.015273792982738494,1.4707842720806383,-0.07435603274825518,-0.06817694448816942,1.2067117384464825,0.005719694660869012,-0.1257594057013558,1.146204572579497,0.2823386061922599,7.89987,0.23141,0.13197,0.16657,0.11604,84.63307,36.43286,118.77717,17.74472,1.1932,0.8514,0.25339,0.65715
s04,5.37,-0.014917738157105042,1.4709517054767502,-0.07463242661263578,-0.06827839791951304,1.2077263245029561,0.006024741714356753,-0.12165541157673672,1.1577407584960713,0.28983498851116807,7.65166,0.22077,0.12458,0.15942,0.11091,80.49211,34.31877,113.04988,16.97252,1.19489,0.85267,0.25478,0.65813
s04,5.38,-0.01456168333147159,1.4711191388728624,-0.07490882047701637,-0.06837985135085664,1.2087409105594296,0.006329788767844493,-0.11755141745211764,1.1692769444126458,0.29733137083007616,7.40095,0.21053,0.11733,0.15227,0.10591,76.61595,32.30132,107.51769,16.24387,1.1965,0.85389,0.2561,0.65906
s04,5.39,-0.014285163017424976,1.4713428940725333,-0.07502536841122741,-0.06865345115090854,1.21009443580953,0.006818280845884034,-0.11437001999291563,1.1801960473084898,0.3023945904866017,7.15073,0.20075,0.11024,0.1452,0.10108,73.01152,30.38123,102.21763,15.5581,1.19802,0.85504,0.25735,0.65996
s04,5.4,-0.014008642703378336,1.4715666492722044,-0.07514191634543844,-0.06892705095096047,1.2114479610596305,0.007306772923923618,-0.11118862253371332,1.191115150204335,0.30745781014312773,6.90401,0.1917,0.10355,0.13847,0.09657,69.75705,28.60863,97.31181,14.93889,1.19946,0.85613,0.25854,0.66081
s04,5.41,-0.013846213656399865,1.4718015812529153,-0.07507793197928944,-0.06943816257270168,1.2129156276390192,0.00799219928151026,-0.10918361044930427,1.2010490443158293,0.3099000662364679,6.66387,0.18318,0.09712,0.13195,0.0923,66.76533,26.93698,92.68508,14.36675,1.20083,0.85717,0.25966,0.66162
s04,5.42,-0.013683784609421391,1.4720365132336262,-0.07501394761314042,-0.06994927419444288,1.2143832942184076,0.0086776256390969,-0.10717859836489523,1.2109829384273236,0.312342322329808,6.43338,0.17522,0.091,0.12571,0.08831,64.03572,25.3764,88.36124,13.84905,1.20213,0.85815,0.26073,0.6624
s04,5.43,-0.013624062638598148,1.4723085190807574,-0.07492900466657786,-0.07063372978454431,1.2157833767136481,0.009588695109761762,-0.10589015837702687,1.2203615658407865,0.31283352386196867,6.21551,0.16785,0.08534,0.11982,0.08474,61.56267,23.95658,84.36545,13.40311,1.20336,0.85909,0.26175,0.66314
s04,5.44,-0.013564340667774899,1.4725805249278887,-0.07484406172001529,-0.07131818537464579,1.2171834592088888,0.010499764580426705,-0.1046017183891584,1.2297401932542502,0.3133247253941293,6.01311,0.16133,0.0795,0.11443,0.08073,59.43569,22.49259,80.79155,12.89183,1.20453,0.85998,0.26271,0.66385
s04,5.45,-0.013602575120722642,1.472951956074453,-0.07486425305308654,-0.07197883616445927,1.2184042661410164,0.011681133135016914,-0.10348072909793472,1.2392158793638992,0.3125396399640352,5.82881,0.15534,0.07436,0.10942,0.07754,57.52139,21.22817,77.53181,12.51091,1.20564,0.86084,0.26364,0.66453
s04,5.46,-0.013640809573670386,1.4733233872210172,-0.0748844443861578,-0.07263948695427276,1.2196250730731442,0.012862501689607122,-0.10235973980671105,1.248691565473548,0.3117545545339412,5.6649,0.14989,0.07008,0.10483,0.07505,55.82263,20.20196,74.59842,12.24356,1.2067,0.86165,0.26452,0.66518
s04,5.47,-0.013796256408953765,1.4738300787098235,-0.07496719435083891,-0.07305318346807611,1.2205600919097592,0.014384994307529434,-0.10108829202009986,1.258498001696904,0.31015030588783904,5.52327,0.1453,0.06563,0.10086,0.0724,54.4448,19.118,72.12225,11.94719,1.20772,0.86244,0.26536,0.66581
s04,5.48,-0.013951703244237158,1.47433677019863,-0.07504994431552003,-0.07346687998187951,1.2214951107463743,0.01590748692545188,-0.09981684423348856,1.268304437920261,0.3085460572417367,5.40528,0.14138,0.06167,0.09745,0.07021,53.31406,18.16445,70.05674,11.72213,1.20869,0.86319,0.26618,0.66643
s04,5.49,-0.014247735747670876,1.4749632187595354,-0.07510553762238505,-0.07351641991577035,1.2221150058524026,0.01786443481740914,-0.09812672863187777,1.2784390780998574,0.3067192993009499,5.31163,0.13607,0.05941,0.0963,0.06968,51.20405,17.69786,69.61183,11.77133,1.20963,0.86393,0.26697,0.66703
s04,5.5,-0.014543768251104594,1.4755896673204407,-0.07516113092925006,-0.07356595984966119,1.2227349009584307,0.0198213827093664,-0.09643661303026696,1.2885737182794539,0.304892541360163,5.24233,0.13348,0.05646,0.094,0.06834,50.51448,17.01074,68.33427,11.68068,1.21055,0.86465,0.26774,0.66761
s04,5.51,-0.014989058273610002,1.476268904135473,-0.07517041390005033,-0.0732505595018611,1.223222152120433,0.02225444538746903,-0.09410994430533681,1.2991275007949805,0.3034520245571576,5.19661,0.13147,0.05402,0.09222,0.06739,50.01645,16.45807,67.40784,11.64682,1.21144,0.86536,0.2685,0.66819
s04,5.52,-0.01543434829611541,1.4769481409505054,-0.07517969687085062,-0.07293515915406103,1.2237094032824352,0.02468750806557166,-0.09178327558040666,1.3096812833105074,0.3020115077541522,5.17293,0.12997,0.05229,0.09091,0.06684,49.67857,16.10148,66.80212,11.67264,1.21231,0.86606,0.26924,0.66877
s04,5.53,-0.0159735164440806,1.47756821253526,-0.0751656863997834,-0.07231812882466752,1.2243158960322953,0.027579046024269787,-0.08897354710718866,1.3205720534864023,0.30104673869647874,5.16911,0.12899,0.0507,0.09011,0.06653,49.49658,15.76798,66.52913,11.73053,1.21318,0.86675,0.26997,0.66934
s04,5.54,-0.016512684592045742,1.4781882841200145,-0.07515167592871617,-0.07170109849527406,1.2249223887821554,0.030470583982967658,-0.0861638186339709,1.3314628236622963,0.3000819696388054,5.18242,0.12843,0.04951,0.08975,0.06653,49.42884,15.53594,66.54029,11.82759,1.21404,0.86744,0.2707,0.66991
s04,5.55,-0.01694943642304402,1.478647186001378,-0.07512449662847359,-0.07094317845784731,1.2257050441349222,0.0338709344494176,-0.08342870533497922,1.3421748541968075,0.2992012561789164,5.20991,0.12819,0.04874,0.08976,0.06677,49.42963,15.41421,66.77446,11.95392,1.2149,0.86812,0.27143,0.67049
s04,5.56,-0.017386188254042305,1.4791060878827416,-0.07509731732823101,-0.07018525842042055,1.226487699487689,0.03727128491586754,-0.08069359203598754,1.3528868847313185,0.2983205427190274,5.24873,0.12826,0.04828,0.09016,0.06725,49.48879,15.36958,67.2337,12.10531,1.21577,0.8688,0.27216,0.67107
s04,5.57,-0.0174370949145153,1.479408489165698,-0.07505468460533629,-0.06952467851909666,1.2273810736517807,0.04118985738426405,-0.07839482648729357,1.3628009820519342,0.2971425704023466,5.29651,0.12856,0.04819,0.09086,0.06793,49.5663,15.41624,67.86056,12.27137,1.21664,0.86949,0.2729,0.67166
s04,5.58,-0.01748800157498829,1.4797108904486544,-0.07501205188244157,-0.06886409861777285,1.2282744478158725,0.045108429852660205,-0.0760960609385998,1.372715079372549,0.29596459808566583,5.35187,0.12908,0.04844,0.09189,0.0688,49.65396,15.54375,68.65344,12.44967,1.21751,0.87018,0.27364,0.67226
s04,5.59,-0.017023309065082457,1.4799896515141748,-0.07495772553437845,-0.06843868026147222,1.2293538531947479,0.04927635692811376,-0.07389525272940672,1.3815148690120997,0.294431606357084,5.41471,0.12984,0.04902,0.09326,0.06987,49.7494,15.74895,69.61804,12.6386,1.21838,0.87089,0.27439,0.67286
s04,5.6,-0.016558616555176625,1.4802684125796954,-0.07490339918631532,-0.0680132619051716,1.2304332585736233,0.05344428400356731,-0.07169444452021363,1.3903146586516502,0.2928986146285022,5.48653,0.13087,0.04999,0.09501,0.07117,49.85767,16.04463,70.77147,12.83937,1.21926,0.87161,0.27515,0.67346
s04,5.61,-0.015768853187575482,1.4806703202255846,-0.07483884904890878,-0.06778068902274695,1.231822264510827,0.0574890123650951,-0.06898229361674539,1.3979832668837975,0.2913742855291974,5.57043,0.13223,0.05141,0.0972,0.07273,49.99133,16.45112,72.14476,13.0547,1.22015,0.87235,0.27592,0.67408
s04,5.62,-0.014979089819974409,1.4810722278714739,-0.07477429891150225,-0.06754811614032233,1.2332112704480307,0.06153374072662253,-0.06627014271327739,1.4056518751159441,0.2898499564298928,5.67079,0.13403,0.05338,0.09994,0.07464,50.18048,16.98386,73.80612,13.29349,1.22106,0.87311,0.2767,0.67472
s04,5.63,-0.01422122722478995,1.4816381079852,-0.0746853483161588,-0.0673893340554668,1.2348441409811801,0.06526676092151096,-0.0628307422392981,1.4123498221192896,0.28902753814527216,5.79254,0.13641,0.05595,0.10339,0.07697,50.46068,17.65681,75.84186,13.56646,1.22201,0.87389,0.27752,0.67537
s04,5.64,-0.013463364629605493,1.482203988098926,-0.07459639772081535,-0.0672305519706113,1.2364770115143298,0.06899978111639939,-0.059391341765318836,1.4190477691226349,0.28820511986065145,5.93992,0.13946,0.05926,0.10767,0.07981,50.84538,18.49958,78.30538,13.87811,1.22298,0.8747,0.27836,0.67605
s04,5.65,-0.012937750668862406,1.4828718663811653,-0.07448100005559934,-0.06701510857712613,1.238301901309667,0.07239969293966073,-0.05526951754550942,1.4251039873796398,0.2889136405673842,6.11474,0.14328,0.0634,0.11292,0.08324,51.34604,19.51639,81.25921,14.23199,1.22395,0.87554,0.27931,0.67675
s04,5.66,-0.012412136708119366,1.4835397446634047,-0.07436560239038334,-0.06679966518364097,1.2401267911050042,0.07579960476292177,-0.05114769332570037,1.4311602056366441,0.2896221612741169,6.31425,0.14786,0.06822,0.11918,0.08721,51.92553,20.64281,84.68221,14.60918,1.22497,0.87642,0.28031,0.67748
s04,5.67,-0.012047461863010369,1.4842182205040904,-0.07424319789952193,-0.06641968146386168,1.2423857044675837,0.07895080718353346,-0.046433863946857626,1.4369876689429546,0.29220689486594015,6.5288,0.1531,0.07402,0.12643,0.09175,52.52125,21.94483,88.5005,15.00095,1.22604,0.87734,0.28138,0.67825
s04,5.68,-0.011682787017901371,1.4848966963447758,-0.07412079340866051,-0.06603969774408239,1.2446446178301631,0.08210200960414515,-0.04172003456801488,1.4428151322492648,0.2947916284577634,6.73949,0.15867,0.08049,0.13443,0.09662,52.99782,23.30495,92.48953,15.35956,1.22716,0.87832,0.28252,0.67907
s04,5.69,-0.011346105186694927,1.4855036293279114,-0.07397642793409333,-0.06550557685447943,1.2476320368712133,0.08515718730676985,-0.036924417292402166,1.4486722892046402,0.29813567514441,6.91645,0.16402,0.08724,0.14271,0.10148,53.17485,24.59035,96.28951,15.62598,1.22834,0.87934,0.28373,0.67992
s04,5.7,-0.011009423355488514,1.4861105623110469,-0.07383206245952614,-0.06497145596487651,1.2506194559122632,0.08821236500939428,-0.032128800016789874,1.454529446160015,0.30147972183105626,7.01811,0.16833,0.09361,0.15046,0.10578,52.81239,25.61723,99.35135,15.72246,1.22956,0.88041,0.28501,0.68081
s04,5.71,-0.010716415069957845,1.4865871217356605,-0.07361817340971934,-0.06443961978891169,1.2542332636305469,0.0912232217344258,-0.02813045431604106,1.460285274829076,0.30346912178232044,6.99215,0.17038,0.09835,0.1564,0.10848,51.62056,26.07687,100.91154,15.52165,1.23082,0.88151,0.28633,0.68173
s04,5.72,-0.010423406784427176,1.4870636811602744,-0.07340428435991253,-0.06390778361294686,1.2578470713488308,0.09423407845945733,-0.024132108615292247,1.4660411034981369,0.3054585217335846,6.77858,0.16869,0.1003,0.15883,0.10856,49.29374,25.73794,100.0395,14.92749,1.23207,0.88261,0.28768,0.68264
s04,5.73,-0.010261104206751968,1.4874132356000884,-0.07311477577218979,-0.06357351276201023,1.2615628392368652,0.09696384481023146,-0.021432716442504038,1.4711464797262812,0.304914640313032,6.31556,0.16149,0.09793,0.15552,0.10482,45.52177,24.32843,95.64257,13.84979,1.23326,0.88367,0.28899,0.68352
s04,5.74,-0.010098801629076776,1.4877627900399024,-0.07282526718446707,-0.06323924191107365,1.2652786071248994,0.09969361116100535,-0.018733324269716068,1.476251855954425,0.3043707588924794,5.54794,0.14702,0.08945,0.14412,0.09588,40.05471,21.55417,86.64558,12.19417,1.23434,0.88462,0.29019,0.68431
s04,5.75,-0.010067324760374075,1.4880437771342137,-0.07248440934731898,-0.06321384744272346,1.2685573304927136,0.10168421088418764,-0.01729330223011296,1.4800799011325938,0.30147747383180645,4.4382,0.12381,0.07337,0.12239,0.08058,32.73541,17.21487,72.1417,9.90569,1.23523,0.88541,0.29119,0.68497
s04,5.76,-0.010035847891671374,1.488324764228525,-0.0721435515101709,-0.06318845297437328,1.271836053860528,0.10367481060736994,-0.015853280190509855,1.4839079463107623,0.2985841887711335,2.97903,0.09112,0.04941,0.08885,0.05855,23.52796,11.35436,51.56882,7.00368,1.23583,0.88594,0.29189,0.68542
s04,5.77,-0.010088970787264057,1.4885657891471122,-0.07174136123566613,-0.06346249098708674,1.2743620640850428,0.10465198812559309,-0.015807315569951186,1.4862429222488251,0.2930331248182885,1.20563,0.0494,0.01959,0.04353,0.02975,12.56001,4.44168,25.02495,3.49398,1.23621,0.88607,0.29229,0.68559
s04,5.78,-0.010142093682856745,1.4888068140656994,-0.07133917096116131,-0.06373652899980023,1.2768880743095579,0.10562916564381634,-0.015761350949392513,1.488577898186888,0.2874820608654431,-0.79465,0.01017,0.01009,0.01011,0.01015,2.57298,2.27867,5.79837,1.18418,1.2362,0.88607,0.29229,0.68558
s04,5.79,-0.010291852659854174,1.4889784686286136,-0.07085907565111718,-0.06421518972557602,1.2785072471903332,0.10573868281093363,-0.017816046501705846,1.4897353472719352,0.27741769924060844,-2.87889,0.01006,0.01005,0.01005,0.01007,2.56086,2.28356,5.79832,1.18223,1.23619,0.88606,0.29229,0.68558
s04,5.8,-0.010441611636851603,1.489150123191528,-0.07037898034107305,-0.06469385045135181,1.2801264200711084,0.1058481999780509,-0.019870742054019182,1.4908927963569825,0.26735333761577373,-4.85522,0.01004,0.01003,0.01003,0.01005,2.60113,2.31778,5.87346,1.20412,1.23618,0.88605,0.29229,0.68557
s04,5.81,-0.010743097665449713,1.4892283018983303,-0.0698741805650941,-0.06527013552075289,1.2808715927098335,0.10540205730380528,-0.024493423494412973,1.4913656380344562,0.251607236290815,-6.50438,0.01006,0.01005,0.01003,0.01011,2.68323,2.38167,6.00847,1.25349,1.23617,0.88604,0.29228,0.68556
s04,5.82,-0.01104458369404785,1.4893064806051326,-0.06936938078911511,-0.06584642059015403,1.2816167653485588,0.10495591462955962,-0.029116104934807173,1.49183847971193,0.23586113496585484,-7.61962,0.01003,0.01003,0.01002,0.01005,2.77786,2.4575,6.17765,1.30573,1.23616,0.88603,0.29228,0.68556
s04,5.83,-0.011543222615541748,1.4893083447693416,-0.06894761271578695,-0.06647178845224579,1.2817013654177352,0.1042073490249342,-0.03533915907566894,1.491882940480499,0.2168632027154982,-8.06079,0.01002,0.01002,0.01002,0.01004,2.89932,2.55157,6.38479,1.37675,1.23614,0.88602,0.29228,0.68555
s04,5.84,-0.012041861537035644,1.4893102089335504,-0.06852584464245878,-0.06709715631433755,1.2817859654869113,0.10345878342030879,-0.0415622132165307,1.491927401249068,0.19786527046514152,-7.80024,0.01002,0.01002,0.01002,0.01003,3.0351,2.65483,6.61149,1.45895,1.23613,0.88602,0.29228,0.68554
s04,5.85,-0.012717782766333225,1.489276232905519,-0.06823810673466087,-0.06775042898187272,1.2814193915307994,0.10265481247007249,-0.04728992049611013,1.491504575760393,0.18034750958066054,-6.93081,0.01002,0.01002,0.01002,0.01003,3.1752,2.75977,6.84024,1.54664,1.23612,0.88601,0.29227,0.68554
s04,5.86,-0.013393703995630866,1.4892422568774872,-0.06795036882686294,-0.06840370164940796,1.2810528175746874,0.10185084151983613,-0.05301762777569008,1.491081750271718,0.16282974869617803,-5.63001,0.01002,0.01002,0.01002,0.01003,3.30824,2.8579,7.05347,1.63185,1.23611,0.886,0.29227,0.68553
